miRNA	targetID	symbol
hsa-miR-155	80124	VCPIP1
hsa-miR-155	25816	TNFAIP8
hsa-miR-155	5167	ENPP1
hsa-miR-155	57614	RELCH
hsa-miR-155	340252	ZNF680
hsa-miR-155	6786	STIM1
hsa-miR-155	30835	CD209
hsa-miR-155	150280	HORMAD2
hsa-miR-155	51143	DYNC1LI1
hsa-miR-155	55773	TBC1D23
hsa-miR-155	905	CCNT2
hsa-miR-155	221935	SDK1
hsa-miR-155	8001	GLRA3
hsa-miR-155	2487	FRZB
hsa-miR-155	7769	ZNF226
hsa-miR-155	171546	SPTSSA
hsa-miR-155	51389	RWDD1
hsa-miR-155	80012	PHC3
hsa-miR-155	6936	GCFC2
hsa-miR-155	51125	GOLGA7
hsa-miR-155	5878	RAB5C
hsa-miR-155	85458	DIXDC1
hsa-miR-155	84133	ZNRF3
hsa-miR-155	9935	MAFB
hsa-miR-155	18	ABAT
hsa-miR-155	11009	IL24
hsa-miR-155	79230	ZNF557
hsa-miR-155	26036	ZNF451
hsa-miR-155	159989	DEUP1
hsa-miR-155	55314	TMEM144
hsa-miR-155	3304	HSPA1B
hsa-miR-155	9255	AIMP1
hsa-miR-155	139422	MAGEB10
hsa-miR-155	3981	LIG4
hsa-miR-155	345193	LRIT3
hsa-miR-155	55117	SLC6A15
hsa-miR-155	26046	LTN1
hsa-miR-155	25976	TIPARP
hsa-miR-155	56062	KLHL4
hsa-miR-155	9991	PTBP3
hsa-miR-155	55511	SAGE1
hsa-miR-155	5782	PTPN12
hsa-miR-155	5434	POLR2E
hsa-miR-155	6473	SHOX
hsa-miR-155	994	CDC25B
hsa-miR-155	284369	SIGLECL1
hsa-miR-155	6332	SCN7A
hsa-miR-155	409	ARRB2
hsa-miR-155	4868	NPHS1
hsa-miR-155	340547	VSIG1
hsa-miR-155	4256	MGP
hsa-miR-155	54521	WDR44
hsa-miR-155	4015	LOX
hsa-miR-155	84259	DCUN1D5
hsa-miR-155	5516	PPP2CB
hsa-miR-155	10069	RWDD2B
hsa-miR-155	51306	FAM13B
hsa-miR-155	11024	LILRA1
hsa-miR-155	162461	TMEM92
hsa-miR-155	56913	C1GALT1
hsa-miR-155	54585	LZTFL1
hsa-miR-155	57599	WDR48
hsa-miR-155	331	XIAP
hsa-miR-155	127253	TYW3
hsa-miR-155	57146	TMEM159
hsa-miR-155	8749	ADAM18
hsa-miR-155	84102	SLC41A2
hsa-miR-155	7639	ZNF85
hsa-miR-155	151194	METTL21A
hsa-miR-155	10207	PATJ
hsa-miR-155	56929	FEM1C
hsa-miR-155	26033	ATRNL1
hsa-miR-155	140690	CTCFL
hsa-miR-155	203859	ANO5
hsa-miR-155	163131	ZNF780B
hsa-miR-155	265	AMELX
hsa-miR-155	2059	EPS8
hsa-miR-155	7957	EPM2A
hsa-miR-155	54494	C11orf71
hsa-miR-155	22885	ABLIM3
hsa-miR-155	146330	FBXL16
hsa-miR-155	83989	FAM172A
hsa-miR-155	23325	WASHC4
hsa-miR-155	84674	CARD6
hsa-miR-155	78991	PCYOX1L
hsa-miR-155	22881	ANKRD6
hsa-miR-155	152815	THAP6
hsa-miR-155	349075	ZNF713
hsa-miR-155	84529	CDIN1
hsa-miR-155	27250	PDCD4
hsa-miR-155	139886	SPIN4
hsa-miR-155	222611	ADGRF2
hsa-miR-155	11179	ZNF277
hsa-miR-155	90333	ZNF468
hsa-miR-155	79102	RNF26
hsa-miR-155	4430	MYO1B
hsa-miR-155	4247	MGAT2
hsa-miR-155	100129940	HMGA2-AS1
hsa-miR-155	3157	HMGCS1
hsa-miR-155	85021	REPS1
hsa-miR-155	9808	KIAA0087
hsa-miR-155	257144	GCSAM
hsa-miR-155	79966	SCD5
hsa-miR-155	85465	SELENOI
hsa-miR-155	440307	TTLL13P
hsa-miR-155	55161	TMEM33
hsa-miR-155	22929	SEPHS1
hsa-miR-155	956	ENTPD3
hsa-miR-155	653567	TMEM236
hsa-miR-155	100129794	SLC25A21-AS1
hsa-miR-155	23517	MTREX
hsa-miR-155	23284	ADGRL3
hsa-miR-155	4287	ATXN3
hsa-miR-155	80341	BPIFB2
hsa-miR-155	57533	TBC1D14
hsa-miR-155	7994	KAT6A
hsa-miR-155	23512	SUZ12
hsa-miR-155	91801	ALKBH8
hsa-miR-155	283209	PGM2L1
hsa-miR-155	10875	FGL2
hsa-miR-155	100288485	MTRNR2L7
hsa-miR-155	4878	NPPA
hsa-miR-155	5706	PSMC6
hsa-miR-155	8444	DYRK3
hsa-miR-155	79133	NDUFAF5
hsa-miR-155	2581	GALC
hsa-miR-155	5480	PPIC
hsa-miR-155	389658	ALKAL1
hsa-miR-155	3662	IRF4
hsa-miR-155	5587	PRKD1
hsa-miR-155	22869	ZNF510
hsa-miR-155	85459	CEP295
hsa-miR-155	753	LDLRAD4
hsa-miR-155	100128327	TRAPPC3L
hsa-miR-155	147658	ZNF534
hsa-miR-155	51141	INSIG2
hsa-miR-155	57515	SERINC1
hsa-miR-155	6769	STAC
hsa-miR-155	10520	ZNF211
hsa-miR-155	7296	TXNRD1
hsa-miR-155	139065	SLITRK4
hsa-miR-155	80006	TRAPPC13
hsa-miR-155	89970	RSPRY1
hsa-miR-155	401474	SAMD12
hsa-miR-155	25842	ASF1A
hsa-miR-155	2001	ELF5
hsa-miR-155	80854	SETD7
hsa-miR-155	3394	IRF8
hsa-miR-155	55327	LIN7C
hsa-miR-155	81831	NETO2
hsa-miR-155	9197	SLC33A1
hsa-miR-155	23532	PRAME
hsa-miR-155	101928718	LOC101928718
hsa-miR-155	23107	MRPS27
hsa-miR-155	56126	PCDHB10
hsa-miR-155	10953	TOMM34
hsa-miR-155	4615	MYD88
hsa-miR-155	467	ATF3
hsa-miR-155	57209	ZNF248
hsa-miR-155	115548	FCHO2
hsa-miR-155	57088	PLSCR4
hsa-miR-155	286826	LIN9
hsa-miR-155	79696	ZC2HC1C
hsa-miR-155	79870	BAALC
hsa-miR-155	131965	METTL6
hsa-miR-155	51386	EIF3L
hsa-miR-155	1073	CFL2
hsa-miR-155	54733	SLC35F2
hsa-miR-155	91862	MARVELD3
hsa-miR-155	23527	ACAP2
hsa-miR-155	400	ARL1
hsa-miR-155	5573	PRKAR1A
hsa-miR-155	634	CEACAM1
hsa-miR-155	51046	ST8SIA3
hsa-miR-155	1004	CDH6
Hsa-miR-103a	23405	DICER1
Hsa-miR-103a	79661	NEIL1
Hsa-miR-103a	63982	ANO3
Hsa-miR-103a	23112	TNRC6B
Hsa-miR-103a	9441	MED26
Hsa-miR-103a	9701	PPP6R2
Hsa-miR-103a	432369	ATP5F1EP2
Hsa-miR-103a	3267	AGFG1
Hsa-miR-103a	5775	PTPN4
Hsa-miR-103a	9832	JAKMIP2
Hsa-miR-103a	55156	ARMC1
Hsa-miR-103a	221662	RBM24
Hsa-miR-103a	84141	EVA1A
Hsa-miR-103a	1983	EIF5
Hsa-miR-103a	11244	ZHX1
Hsa-miR-103a	83640	RAMAC
Hsa-miR-103a	152006	RNF38
Hsa-miR-103a	64067	NPAS3
Hsa-miR-103a	26010	SPATS2L
Hsa-miR-103a	10150	MBNL2
Hsa-miR-103a	23414	ZFPM2
Hsa-miR-103a	25943	C20orf194
Hsa-miR-103a	223082	ZNRF2
Hsa-miR-103a	25777	SUN2
Hsa-miR-103a	26059	ERC2
Hsa-miR-103a	51499	TRIAP1
Hsa-miR-103a	8573	CASK
Hsa-miR-103a	9683	N4BP1
Hsa-miR-103a	93	ACVR2B
Hsa-miR-103a	1021	CDK6
Hsa-miR-103a	26019	UPF2
Hsa-miR-103a	23179	RGL1
Hsa-miR-103a	403341	ZBTB34
Hsa-miR-103a	1896	EDA
Hsa-miR-103a	51719	CAB39
Hsa-miR-103a	285175	UNC80
Hsa-miR-103a	781	CACNA2D1
Hsa-miR-103a	54861	SNRK
Hsa-miR-103a	79572	ATP13A3
Hsa-miR-103a	57478	USP31
Hsa-miR-103a	83604	TMEM47
Hsa-miR-103a	5756	TWF1
Hsa-miR-103a	4763	NF1
Hsa-miR-103a	683	BST1
Hsa-miR-103a	7533	YWHAH
Hsa-miR-103a	192670	AGO4
Hsa-miR-103a	116	ADCYAP1
Hsa-miR-103a	6334	SCN8A
Hsa-miR-103a	10082	GPC6
Hsa-miR-103a	55012	PPP2R3C
Hsa-miR-103a	9766	SUSD6
Hsa-miR-103a	22849	CPEB3
Hsa-miR-103a	154791	FMC1
Hsa-miR-103a	57606	SLAIN2
Hsa-miR-103a	1028	CDKN1C
Hsa-miR-103a	339983	NAT8L
Hsa-miR-103a	282679	AQP11
Hsa-miR-103a	5537	PPP6C
Hsa-miR-103a	9870	AREL1
Hsa-miR-103a	10586	MAB21L2
Hsa-miR-103a	8867	SYNJ1
Hsa-miR-103a	4857	NOVA1
Hsa-miR-103a	3840	KPNA4
Hsa-miR-103a	51155	JPT1
Hsa-miR-103a	166929	SGMS2
Hsa-miR-103a	27	ABL2
Hsa-miR-103a	152110	NEK10
Hsa-miR-103a	2247	FGF2
Hsa-miR-103a	8313	AXIN2
Hsa-miR-103a	134553	C5orf24
Hsa-miR-103a	6299	SALL1
Hsa-miR-103a	60468	BACH2
Hsa-miR-103a	441670	OR4M1
Hsa-miR-103a	27065	NSG1
Hsa-miR-103a	9741	LAPTM4A
Hsa-miR-103a	133491	C5orf47
Hsa-miR-103a	81565	NDEL1
Hsa-miR-103a	27125	AFF4
Hsa-miR-103a	11235	PDCD10
Hsa-miR-103a	6623	SNCG
Hsa-miR-103a	10979	FERMT2
Hsa-miR-103a	1106	CHD2
Hsa-miR-103a	4774	NFIA
Hsa-miR-103a	54873	PALMD
Hsa-miR-103a	54467	ANKIB1
Hsa-miR-103a	55294	FBXW7
Hsa-miR-103a	2566	GABRG2
Hsa-miR-103a	6575	SLC20A2
Hsa-miR-103a	84457	PHYHIPL
Hsa-miR-103a	23163	GGA3
Hsa-miR-103a	56061	UBFD1
Hsa-miR-103a	6326	SCN2A
Hsa-miR-103a	10762	NUP50
Hsa-miR-103a	25791	NGEF
Hsa-miR-103a	23262	PPIP5K2
Hsa-miR-103a	54726	OTUD4
Hsa-miR-103a	4739	NEDD9
Hsa-miR-103a	27351	DESI1
Hsa-miR-103a	5009	OTC
Hsa-miR-103a	374308	PTCHD3
Hsa-miR-103a	115123	MARCHF3
Hsa-miR-103a	256643	BCLAF3
Hsa-miR-103a	9949	AMMECR1
Hsa-miR-103a	389549	FEZF1
Hsa-miR-103a	56987	BBX
Hsa-miR-103a	56261	GPCPD1
Hsa-miR-103a	51046	ST8SIA3
Hsa-miR-103a	25852	ARMC8
Hsa-miR-103a	1105	CHD1
Hsa-miR-103a	5599	MAPK8
Hsa-miR-103a	22837	COBLL1
Hsa-miR-103a	9755	TBKBP1
Hsa-miR-103a	284695	ZNF326
Hsa-miR-103a	23325	WASHC4
Hsa-miR-103a	340252	ZNF680
Hsa-miR-103a	55279	ZNF654
Hsa-miR-103a	6164	RPL34
Hsa-miR-103a	5814	PURB
Hsa-miR-103a	4209	MEF2D
Hsa-miR-103a	345275	HSD17B13
Hsa-miR-103a	7750	ZMYM2
Hsa-miR-103a	9201	DCLK1
Hsa-miR-103a	7369	UMOD
Hsa-miR-103a	9783	RIMS3
Hsa-miR-103a	84458	LCOR
Hsa-miR-103a	10451	VAV3
Hsa-miR-103a	55870	ASH1L
Hsa-miR-103a	23677	SH3BP4
Hsa-miR-103a	51684	SUFU
Hsa-miR-103a	3800	KIF5C
Hsa-miR-103a	119032	BORCS7
Hsa-miR-103a	11342	RNF13
Hsa-miR-103a	4208	MEF2C
Hsa-miR-103a	6996	TDG
Hsa-miR-103a	7468	NSD2
Hsa-miR-103a	1540	CYLD
Hsa-miR-103a	130507	UBR3
Hsa-miR-103a	7163	TPD52
Hsa-miR-103a	402569	KPNA7
Hsa-miR-103a	26147	PHF19
Hsa-miR-103a	8945	BTRC
Hsa-miR-103a	55605	KIF21A
Hsa-miR-103a	65986	ZBTB10
Hsa-miR-103a	9931	HELZ
Hsa-miR-103a	54916	TMEM260
Hsa-miR-103a	9874	TLK1
Hsa-miR-103a	4842	NOS1
Hsa-miR-103a	84333	PCGF5
Hsa-miR-103a	196528	ARID2
Hsa-miR-103a	80829	ZFP91
Hsa-miR-103a	51384	WNT16
Hsa-miR-103a	627	BDNF
Hsa-miR-103a	23269	MGA
Hsa-miR-103a	51230	PHF20
Hsa-miR-103a	22841	RAB11FIP2
Hsa-miR-103a	57534	MIB1
Hsa-miR-103a	29934	SNX12
Hsa-miR-103a	2059	EPS8
Hsa-miR-103a	23119	HIC2
Hsa-miR-103a	26064	RAI14
Hsa-miR-103a	8724	SNX3
Hsa-miR-103a	482	ATP1B2
Hsa-miR-103a	6323	SCN1A
Hsa-miR-103a	9847	C2CD5
Hsa-miR-103a	51324	SPG21
Hsa-miR-103a	3376	IARS1
Hsa-miR-103a	10890	RAB10
Hsa-miR-103a	57568	SIPA1L2
Hsa-miR-103a	81876	RAB1B
Hsa-miR-103a	5592	PRKG1
Hsa-miR-103a	2099	ESR1
Hsa-miR-103a	11228	RASSF8
Hsa-miR-103a	8622	PDE8B
Hsa-miR-103a	5741	PTH
Hsa-miR-103a	159371	SLC35G1
Hsa-miR-103a	4919	ROR1
Hsa-miR-103a	85463	ZC3H12C
Hsa-miR-103a	1455	CSNK1G2
Hsa-miR-103a	10771	ZMYND11
Hsa-miR-103a	3181	HNRNPA2B1
Hsa-miR-103a	7414	VCL
Hsa-miR-103a	4063	LY9
Hsa-miR-103a	394	ARHGAP5
Hsa-miR-103a	1952	CELSR2
Hsa-miR-103a	8924	HERC2
Hsa-miR-103a	1827	RCAN1
Hsa-miR-103a	23508	TTC9
Hsa-miR-103a	9467	SH3BP5
Hsa-miR-103a	4627	MYH9
Hsa-miR-103a	9640	ZNF592
Hsa-miR-103a	222255	ATXN7L1
Hsa-miR-103a	57826	RAP2C
Hsa-miR-103a	862	RUNX1T1
Hsa-miR-103a	5324	PLAG1
Hsa-miR-103a	50511	SYCP3
Hsa-miR-103a	405	ARNT
Hsa-miR-103a	11025	LILRB3
Hsa-miR-103a	55346	TCP11L1
Hsa-miR-103a	5818	NECTIN1
Hsa-miR-103a	54891	INO80D
Hsa-miR-103a	9110	MTMR4
Hsa-miR-103a	23608	MKRN1
Hsa-miR-103a	5306	PITPNA
Hsa-miR-103a	3756	KCNH1
Hsa-miR-103a	23157	SEPTIN6
Hsa-miR-103a	55114	ARHGAP17
Hsa-miR-103a	140688	NOL4L
Hsa-miR-103a	1855	DVL1
Hsa-miR-103a	25957	PNISR
Hsa-miR-103a	54941	RNF125
Hsa-miR-103a	89780	WNT3A
Hsa-miR-103a	4087	SMAD2
Hsa-miR-103a	3798	KIF5A
Hsa-miR-103a	120114	FAT3
Hsa-miR-103a	50515	CHST11
Hsa-miR-103a	100996385	LOC100996385
Hsa-miR-103a	4603	MYBL1
Hsa-miR-103a	6895	TARBP2
Hsa-miR-103a	1975	EIF4B
Hsa-miR-103a	56983	POGLUT1
Hsa-miR-103a	5325	PLAGL1
Hsa-miR-103a	89796	NAV1
Hsa-miR-103a	152518	NFXL1
Hsa-miR-103a	3549	IHH
Hsa-miR-103a	25962	VIRMA
Hsa-miR-103a	7552	ZNF711
Hsa-miR-103a	11016	ATF7
Hsa-miR-103a	53834	FGFRL1
Hsa-miR-103a	10391	CORO2B
Hsa-miR-103a	57037	ANKMY2
Hsa-miR-103a	60436	TGIF2
Hsa-miR-103a	2560	GABRB1
Hsa-miR-103a	137835	TMEM71
Hsa-miR-103a	6456	SH3GL2
Hsa-miR-103a	9895	TECPR2
Hsa-miR-103a	57605	PITPNM2
Hsa-miR-103a	4862	NPAS2
Hsa-miR-103a	4176	MCM7
Hsa-miR-103a	51804	SIX4
Hsa-miR-103a	285966	TCAF2
Hsa-miR-103a	152137	CCDC50
Hsa-miR-103a	51527	GSKIP
Hsa-miR-103a	93624	TADA2B
Hsa-miR-103a	9880	ZBTB39
Hsa-miR-103a	79666	PLEKHF2
Hsa-miR-103a	10927	SPIN1
Hsa-miR-103a	10602	CDC42EP3
Hsa-miR-103a	2101	ESRRA
Hsa-miR-103a	5218	CDK14
Hsa-miR-103a	84643	KIF2B
Hsa-miR-103a	10123	ARL4C
Hsa-miR-103a	23197	FAF2
Hsa-miR-103a	2319	FLOT2
Hsa-miR-103a	6843	VAMP1
Hsa-miR-103a	2908	NR3C1
Hsa-miR-103a	57120	GOPC
Hsa-miR-103a	5985	RFC5
Hsa-miR-103a	4154	MBNL1
Hsa-miR-103a	85027	SMIM3
Hsa-miR-103a	7049	TGFBR3
Hsa-miR-103a	5140	PDE3B
Hsa-miR-103a	10658	CELF1
Hsa-miR-103a	163486	DENND1B
Hsa-miR-103a	91746	YTHDC1
Hsa-miR-103a	115111	SLC26A7
Hsa-miR-103a	9815	GIT2
Hsa-miR-103a	2005	ELK4
Hsa-miR-103a	204	AK2
Hsa-miR-103a	26267	FBXO10
Hsa-miR-103a	145773	FAM81A
Hsa-miR-103a	6197	RPS6KA3
Hsa-miR-103a	53353	LRP1B
Hsa-miR-103a	9493	KIF23
Hsa-miR-103a	53632	PRKAG3
Hsa-miR-103a	131566	DCBLD2
Hsa-miR-103a	6877	TAF5
Hsa-miR-103a	84539	MCHR2
Hsa-miR-103a	80031	SEMA6D
Hsa-miR-103a	83693	HSDL1
Hsa-miR-103a	23315	SLC9A8
Hsa-miR-103a	439996	IFIT1B
Hsa-miR-103a	150864	FAM117B
Hsa-miR-103a	599	BCL2L2
Hsa-miR-103a	10098	TSPAN5
Hsa-miR-103a	29915	HCFC2
Hsa-miR-103a	5565	PRKAB2
Hsa-miR-103a	9378	NRXN1
Hsa-miR-103a	139285	AMER1
Hsa-miR-103a	777	CACNA1E
Hsa-miR-103a	1462	VCAN
Hsa-miR-103a	23336	SYNM
Hsa-miR-103a	51809	GALNT7
Hsa-miR-103a	3159	HMGA1
Hsa-miR-103a	11176	BAZ2A
Hsa-miR-103a	27086	FOXP1
Hsa-miR-103a	26524	LATS2
Hsa-miR-103a	28514	DLL1
Hsa-miR-103a	1825	DSC3
Hsa-miR-103a	128674	PROKR2
Hsa-miR-103a	151888	BTLA
Hsa-miR-103a	1114	CHGB
Hsa-miR-103a	7707	ZNF148
Hsa-miR-103a	5166	PDK4
Hsa-miR-103a	286	ANK1
Hsa-miR-103a	8674	VAMP4
Hsa-miR-103a	8473	OGT
Hsa-miR-103a	1471	CST3
Hsa-miR-103a	3321	IGSF3
Hsa-miR-103a	388630	TRABD2B
Hsa-miR-103a	51176	LEF1
Hsa-miR-103a	64577	ALDH8A1
Hsa-miR-103a	4216	MAP3K4
Hsa-miR-103a	79693	YRDC
Hsa-miR-103a	389941	C1QL3
Hsa-miR-103a	6990	DYNLT3
Hsa-miR-103a	5268	SERPINB5
Hsa-miR-103a	79953	SYNDIG1
Hsa-miR-103a	112476	PRRT2
Hsa-miR-103a	340273	ABCB5
Hsa-miR-103a	8851	CDK5R1
Hsa-miR-103a	6386	SDCBP
Hsa-miR-103a	7084	TK2
Hsa-miR-103a	8553	BHLHE40
Hsa-miR-103a	65124	SOWAHC
Hsa-miR-103a	288	ANK3
Hsa-miR-103a	56300	IL36G
Hsa-miR-103a	7791	ZYX
Hsa-miR-103a	7832	BTG2
Hsa-miR-103a	3737	KCNA2
Hsa-miR-103a	3708	ITPR1
Hsa-miR-103a	118429	ANTXR2
Hsa-miR-103a	9414	TJP2
Hsa-miR-103a	55892	MYNN
Hsa-miR-103a	140890	SREK1
Hsa-miR-103a	11217	NA
Hsa-miR-103a	445815	PALM2AKAP2
Hsa-miR-103a	3251	HPRT1
Hsa-miR-103a	3015	H2AZ1
Hsa-miR-103a	203523	ZNF449
Hsa-miR-103a	6009	RHEB
Hsa-miR-103a	112574	SNX18
Hsa-miR-103a	51109	RDH11
Hsa-miR-103a	11216	AKAP10
Hsa-miR-103a	5999	RGS4
Hsa-miR-103a	23261	CAMTA1
Hsa-miR-103a	79071	ELOVL6
Hsa-miR-103a	1783	DYNC1LI2
Hsa-miR-103a	6879	TAF7
Hsa-miR-103a	4781	NFIB
Hsa-miR-103a	283373	ANKRD52
Hsa-miR-103a	80853	KDM7A
Hsa-miR-103a	3673	ITGA2
Hsa-miR-103a	23169	SLC35D1
Hsa-miR-103a	10425	ARIH2
Hsa-miR-103a	23554	TSPAN12
Hsa-miR-103a	646962	HRCT1
Hsa-miR-103a	1780	DYNC1I1
Hsa-miR-103a	56919	DHX33
Hsa-miR-103a	6651	SON
Hsa-miR-103a	8556	CDC14A
Hsa-miR-103a	64121	RRAGC
Hsa-miR-103a	1845	DUSP3
Hsa-miR-103a	10146	G3BP1
Hsa-miR-103a	8731	RNMT
Hsa-miR-103a	28966	SNX24
Hsa-miR-103a	55704	CCDC88A
Hsa-miR-103a	10138	YAF2
Hsa-miR-103a	2042	EPHA3
Hsa-miR-103a	9308	CD83
Hsa-miR-103a	5581	PRKCE
Hsa-miR-103a	202	CRYBG1
Hsa-miR-103a	55824	PAG1
Hsa-miR-103a	79776	ZFHX4
Hsa-miR-103a	84132	USP42
Hsa-miR-103a	11237	RNF24
Hsa-miR-103a	200014	CC2D1B
Hsa-miR-103a	387119	CEP85L
Hsa-miR-103a	51247	PAIP2
Hsa-miR-103a	387694	SH2D4B
Hsa-miR-103a	6885	MAP3K7
Hsa-miR-103a	2746	GLUD1
Hsa-miR-103a	79987	SVEP1
Hsa-miR-103a	4968	OGG1
Hsa-miR-103a	3356	HTR2A
Hsa-miR-103a	55122	AKIRIN2
Hsa-miR-103a	9926	LPGAT1
Hsa-miR-103a	23284	ADGRL3
Hsa-miR-103a	4893	NRAS
Hsa-miR-103a	54329	GPR85
Hsa-miR-103a	6095	RORA
Hsa-miR-103a	2835	GPR12
Hsa-miR-103a	8549	LGR5
Hsa-miR-103a	9908	G3BP2
Hsa-miR-103a	54877	ZCCHC2
Hsa-miR-103a	149420	PDIK1L
Hsa-miR-103a	4170	MCL1
Hsa-miR-103a	89848	FCHSD1
Hsa-miR-103a	5634	PRPS2
Hsa-miR-103a	57020	VPS35L
Hsa-miR-103a	10735	STAG2
Hsa-miR-103a	259236	TMIE
Hsa-miR-103a	8756	ADAM7
Hsa-miR-103a	51465	UBE2J1
Hsa-miR-103a	27439	TMEM121B
Hsa-miR-103a	9986	RCE1
Hsa-miR-103a	4277	MICB
Hsa-miR-103a	58516	SINHCAF
Hsa-miR-103a	79571	GCC1
Hsa-miR-103a	1859	DYRK1A
Hsa-miR-103a	359948	IRF2BP2
Hsa-miR-103a	84144	SYDE2
Hsa-miR-103a	4820	NKTR
Hsa-miR-103a	5926	ARID4A
Hsa-miR-103a	3340	NDST1
Hsa-miR-103a	256815	C10orf67
Hsa-miR-103a	2917	GRM7
Hsa-miR-103a	23322	RPGRIP1L
Hsa-miR-103a	57522	SRGAP1
Hsa-miR-103a	10207	PATJ
Hsa-miR-103a	149111	CNIH3
Hsa-miR-103a	28990	ASTE1
Hsa-miR-103a	65125	WNK1
Hsa-miR-103a	2770	GNAI1
Hsa-miR-103a	5898	RALA
Hsa-miR-103a	253143	PRR14L
Hsa-miR-103a	54439	RBM27
Hsa-miR-103a	5128	CDK17
Hsa-miR-103a	401944	LDLRAD2
Hsa-miR-103a	696	BTN1A1
Hsa-miR-103a	5228	PGF
Hsa-miR-103a	84986	ARHGAP19
Hsa-miR-103a	2045	EPHA7
Hsa-miR-103a	23314	SATB2
Hsa-miR-103a	6767	ST13
Hsa-miR-103a	57731	SPTBN4
Hsa-miR-103a	399967	PATE2
Hsa-miR-103a	5049	PAFAH1B2
Hsa-miR-103a	54438	GFOD1
Hsa-miR-103a	340533	NEXMIF
Hsa-miR-103a	83539	CHST9
Hsa-miR-103a	587	BCAT2
Hsa-miR-103a	148281	SYT6
Hsa-miR-103a	4915	NTRK2
Hsa-miR-103a	116987	AGAP1
Hsa-miR-103a	155435	RBM33
Hsa-miR-103a	57167	SALL4
Hsa-miR-103a	54665	RSBN1
Hsa-miR-103a	29916	SNX11
Hsa-miR-103a	7776	ZNF236
Hsa-miR-103a	5979	RET
Hsa-miR-103a	10725	NFAT5
Hsa-miR-103a	5295	PIK3R1
Hsa-miR-103a	401138	AMTN
Hsa-miR-103a	91694	LONRF1
Hsa-miR-103a	55664	CDC37L1
Hsa-miR-103a	9648	GCC2
Hsa-miR-103a	1528	CYB5A
Hsa-miR-103a	23446	SLC44A1
Hsa-miR-103a	3927	LASP1
Hsa-miR-103a	10714	POLD3
Hsa-miR-103a	8897	MTMR3
Hsa-miR-103a	57786	RBAK
Hsa-miR-103a	210	ALAD
Hsa-miR-103a	83715	ESPN
Hsa-miR-103a	382	ARF6
Hsa-miR-103a	260425	MAGI3
Hsa-miR-103a	10054	UBA2
Hsa-miR-103a	256356	GK5
Hsa-miR-103a	775	CACNA1C
Hsa-miR-103a	130814	SLC66A3
Hsa-miR-103a	85313	PPIL4
Hsa-miR-103a	5394	EXOSC10
Hsa-miR-103a	941	CD80
Hsa-miR-103a	23231	SEL1L3
Hsa-miR-103a	81552	VOPP1
Hsa-miR-103a	6399	TRAPPC2
Hsa-miR-103a	5930	RBBP6
Hsa-miR-103a	55161	TMEM33
Hsa-miR-103a	137492	VPS37A
Hsa-miR-103a	51209	RAB9B
Hsa-miR-103a	85369	STRIP1
Hsa-miR-103a	898	CCNE1
Hsa-miR-103a	147710	IGSF23
Hsa-miR-103a	8886	DDX18
Hsa-miR-103a	374864	CCDC178
Hsa-miR-103a	6249	CLIP1
Hsa-miR-103a	399474	TMEM200B
Hsa-miR-103a	10424	PGRMC2
Hsa-miR-103a	55500	ETNK1
Hsa-miR-103a	660	BMX
Hsa-miR-103a	154796	AMOT
Hsa-miR-103a	4853	NOTCH2
Hsa-miR-103a	387707	CC2D2B
Hsa-miR-103a	3836	KPNA1
Hsa-miR-103a	55057	CRYBG2
Hsa-miR-103a	6185	RPN2
Hsa-miR-103a	5255	PHKA1
Hsa-miR-103a	11051	NUDT21
Hsa-miR-103a	760	CA2
Hsa-miR-103a	8451	CUL4A
Hsa-miR-103a	80155	NAA15
Hsa-miR-103a	7048	TGFBR2
Hsa-miR-103a	285172	FAM126B
Hsa-miR-103a	79905	TMC7
Hsa-miR-103a	9113	LATS1
Hsa-miR-103a	100130519	TMEM221
Hsa-miR-103a	23080	AVL9
Hsa-miR-103a	9047	SH2D2A
Hsa-miR-103a	3600	IL15
Hsa-miR-103a	8899	PRPF4B
Hsa-miR-103a	9162	DGKI
Hsa-miR-103a	9371	KIF3B
Hsa-miR-103a	113000	RPUSD1
Hsa-miR-103a	160897	GPR180
Hsa-miR-103a	1184	CLCN5
Hsa-miR-103a	10550	ARL6IP5
Hsa-miR-103a	134218	DNAJC21
Hsa-miR-103a	25900	IFFO1
Hsa-miR-103a	57188	ADAMTSL3
Hsa-miR-103a	2620	GAS2
Hsa-miR-103a	6815	STYX
Hsa-miR-103a	399968	PATE4
Hsa-miR-103a	54539	NDUFB11
Hsa-miR-103a	221061	FAM171A1
Hsa-miR-103a	23176	SEPTIN8
Hsa-miR-103a	54874	FNBP1L
Hsa-miR-103a	345757	FAM174A
Hsa-miR-103a	84232	MAF1
Hsa-miR-103a	84181	CHD6
Hsa-miR-103a	3839	KPNA3
Hsa-miR-103a	23087	TRIM35
Hsa-miR-103a	23142	DCUN1D4
Hsa-miR-103a	1750	DLX6
Hsa-miR-103a	10097	ACTR2
Hsa-miR-103a	55585	UBE2Q1
Hsa-miR-103a	246175	CNOT6L
Hsa-miR-103a	23731	TMEM245
Hsa-miR-103a	22807	IKZF2
Hsa-miR-103a	6781	STC1
Hsa-miR-103a	56901	NDUFA4L2
Hsa-miR-103a	4807	NHLH1
Hsa-miR-103a	642273	FAM110C
Hsa-miR-103a	9480	ONECUT2
Hsa-miR-103a	8204	NRIP1
